城市,名称,链接,户型,面积,朝向,楼层,装修,小区,区域,总价,单价,建成时间,发布时间,关注,其他信息
上海,精装修双南两房，满五年税费低，楼层好，得房率高,https://sh.lianjia.com/ershoufang/107107470564.html,2室2厅,65.11平米,南,中楼层(共6层),精装,广中西路818弄,大宁, 515万,"79,097元/平",1993年建,15天以前发布,3人关注,板楼、VR看装修、房本满五年
上海,此房南北格局，得房率高，配套齐全，全明户型，采光足,https://sh.lianjia.com/ershoufang/107107478323.html,4室1厅,89.48平米,南 北,低楼层(共3层),精装,上工新村,大宁, 725万,"81,024元/平",1956年建,14天以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,新上南北通边套全明丨优质楼层丨已满五年丨业主诚意！,https://sh.lianjia.com/ershoufang/107107501938.html,2室1厅,64.17平米,南 北,中楼层(共6层),精装,粤秀苑,大宁, 499万,"77,763元/平",1999年建,11天以前发布,1人关注,板楼、VR看装修、房本满五年、随时看房
上海,南北通小三房，7.5平不算产证面积，得房率86%，高区,https://sh.lianjia.com/ershoufang/107107118344.html,3室2厅,87.63平米,南,高楼层(共31层),毛坯,慧芝湖花园（三期）,大宁, 1220万,"139,222元/平",2011年建,2个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,20平小花园+满五+随时可看+公园旁,https://sh.lianjia.com/ershoufang/107107077116.html,3室2厅,148.22平米,南,低楼层(共18层),毛坯,歌林春天馨园,大宁, 1600万,"107,948元/平",2005年建,2个月以前发布,2人关注,板楼、VR看装修、房本满五年、随时看房
上海,三期全南两房  户型正气视野开阔 业主诚意出售,https://sh.lianjia.com/ershoufang/107104862183.html,2室2厅,87.82平米,南,低楼层(共31层),简装,慧芝湖花园（三期）,大宁, 1130万,"128,673元/平",2011年建,一年前发布,6人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,中环内电梯高区大三房+近地铁+单价6万近大宁国际商圈,https://sh.lianjia.com/ershoufang/107106708045.html,3室2厅,131.04平米,南 北,高楼层(共25层),简装,金纺小区,大宁, 865万,"66,011元/平",1998年建,3个月以前发布,5人关注,塔楼、VR看装修、房本满五年、随时看房
上海,内中环地铁口+售后公房、南北通两房、有钥匙方便看房,https://sh.lianjia.com/ershoufang/107105252619.html,2室1厅,49.66平米,南 北,高楼层(共6层),简装,中山北路805弄,大宁, 360万,"72,493元/平",1989年建,一年前发布,70人关注,板楼、VR看装修、房本满五年、随时看房
上海,价格实惠+房型好+急售业主诚意+近地铁,https://sh.lianjia.com/ershoufang/107107000202.html,2室1厅,98.91平米,南,低楼层(共11层),简装,心族公寓,大宁, 760万,"76,838元/平",1998年建,2个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,房龄新！南北通！飞机户型，三阳台！中间楼层！,https://sh.lianjia.com/ershoufang/107107191369.html,3室2厅,141平米,南 北,6层,简装,锦沧公寓,大宁, 1080万,"76,596元/平",2000年建,1个月以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年
上海,慧芝湖花园城市景观南北通户型，价格有惊喜,https://sh.lianjia.com/ershoufang/107107349906.html,2室2厅,109.46平米,南 北,中楼层(共33层),精装,慧芝湖花园（一二期）,大宁, 1300万,"118,765元/平",2007年建,31天以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,此房满⑤年，一梯二户  税费少，诚意出售,https://sh.lianjia.com/ershoufang/107107363856.html,2室1厅,86.24平米,南,高楼层(共6层),简装,旭阳苑,大宁, 690万,"80,010元/平",2000年建,30天以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,锦沧公寓大3房2厅2卫+户型方正+出行便利+看房方便,https://sh.lianjia.com/ershoufang/107107370596.html,3室2厅,135.7平米,南 北,8层,简装,锦沧公寓,大宁, 1069万,"78,777元/平",2000年建,29天以前发布,4人关注,板楼、VR房源、房本满五年
上海,明星楼盘大宁热门成交热门楼盘，2007年房龄,https://sh.lianjia.com/ershoufang/107107380406.html,3室2厅,114.55平米,南 北,中楼层(共22层),精装,慧芝湖花园（一二期）,大宁, 1400万,"122,218元/平",2007年建,28天以前发布,3人关注,板楼、近地铁、VR房源、房本满五年
上海,高区小三房，精装，近地铁，华润华发品质开发,https://sh.lianjia.com/ershoufang/107107418647.html,3室2厅,91.75平米,南 北,中楼层(共33层) ,精装,静安府西区,大宁, 1298万,"141,472元/平",,22天以前发布,1人关注,板楼、VR看装修、房本满两年
上海,此房视野开阔 1梯2户 采光好 业主急售,https://sh.lianjia.com/ershoufang/107107468797.html,1室1厅,42.89平米,南,低楼层(共6层),简装,上大东村,大宁, 281万,"65,517元/平",1993年建,15天以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年
上海,宁和小区 2室1厅 西南,https://sh.lianjia.com/ershoufang/107107398009.html,2室1厅,56.1平米,西南,中楼层(共6层),简装,宁和小区,大宁, 520万,"92,692元/平",1993年建,25天以前发布,1人关注,板楼、近地铁、VR房源、房本满五年、随时看房
上海,满5年了当中楼层诚意出售价格不要设限,https://sh.lianjia.com/ershoufang/107107391626.html,2室1厅,51.39平米,东南,中楼层(共6层),毛坯,上工新村,大宁, 385万,"74,918元/平",1979年建,26天以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,新上双南高区两房，诚意出售，看房便捷，即到即看！,https://sh.lianjia.com/ershoufang/107106443888.html,2室1厅,82.75平米,南,高楼层(共25层),简装,金纺小区,大宁, 600万,"72,508元/平",1998年建,5个月以前发布,16人关注,塔楼、VR房源、房本满五年、随时看房
上海,满五，交通便利，小区正对大宁公园,https://sh.lianjia.com/ershoufang/107105661652.html,2室1厅,86.55平米,南,高楼层(共6层),简装,广中苑,大宁, 680万,"78,568元/平",1999年建,10个月以前发布,4人关注,板楼、VR房源、房本满五年、随时看房
上海,宝华现代城 4室2厅 南,https://sh.lianjia.com/ershoufang/107107008580.html,4室2厅,190.68平米,南,高楼层(共30层),精装,宝华现代城,大宁, 2700万,"141,599元/平",2008年建,2个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,不是顶楼  业主诚意出售 地理位置优越  看房很方便,https://sh.lianjia.com/ershoufang/107105040287.html,3室2厅,108.69平米,南 北,6层,精装,锦沧公寓,大宁, 870万,"80,045元/平",2003年建,一年前发布,56人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,四开间朝南，出则繁华，入则宁静，诚意出售,https://sh.lianjia.com/ershoufang/107105080478.html,4室2厅,190.9平米,南,低楼层(共30层),简装,宝华现代城,大宁, 2400万,"125,721元/平",2008年建,一年前发布,17人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,全天采光无遮挡，灵石公园、上海大学、三件套视野,https://sh.lianjia.com/ershoufang/107106381941.html,2室2厅,91.07平米,南,中楼层(共33层),精装,慧芝湖花园（一二期）,大宁, 1100万,"120,787元/平",2007年建,5个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,近地铁500米，有车位，半人车分流，环境好，高区房，,https://sh.lianjia.com/ershoufang/107106732633.html,3室2厅,90.01平米,南,中楼层(共33层),简装,上海滩大宁城(公寓),大宁, 1080万,"119,987元/平",2011年建,3个月以前发布,31人关注,板楼、VR看装修、房本满五年、随时看房
上海,全南向，采光好，税费少，有会所，随时看房,https://sh.lianjia.com/ershoufang/107106712434.html,2室2厅,87.77平米,南,低楼层(共31层),精装,慧芝湖花园（三期）,大宁, 1100万,"125,328元/平",2011年建,3个月以前发布,7人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,有阁楼+露台，满五年，税费少，精装修，看房方便,https://sh.lianjia.com/ershoufang/107106845059.html,2室2厅,76.87平米,南 北,高楼层(共6层),精装,旭阳苑,大宁, 650万,"84,559元/平",2000年建,3个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,永乐苑新挂牌大2房，满5年维一无个税，有钥匙随时看房,https://sh.lianjia.com/ershoufang/107106921211.html,2室2厅,110.97平米,南 北,6层,简装,永乐苑,大宁, 910万,"82,005元/平",1999年建,2个月以前发布,6人关注,板楼、VR房源、房本满五年、随时看房
上海,新上，看公园，视野好，大户型，三房两卫，地段好，急,https://sh.lianjia.com/ershoufang/107105617816.html,3室2厅,136.53平米,南 北,高楼层(共18层),简装,新梅共和城,大宁, 1430万,"104,739元/平",2002年建,10个月以前发布,44人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,明园森林都市滴翠苑 3室2厅 南,https://sh.lianjia.com/ershoufang/107106319885.html,3室2厅,195.3平米,南,低楼层(共14层),简装,明园森林都市滴翠苑,大宁, 1388万,"71,071元/平",2007年建,6个月以前发布,21人关注,板楼、VR房源、房本满五年、随时看房
上海,店长推荐  2014年次新+刚需必看+高楼层采光视野一绝,https://sh.lianjia.com/ershoufang/107105971736.html,2室2厅,83.13平米,南 北,高楼层(共28层),毛坯,粤秀名邸,大宁, 615万,"73,981元/平",2014年建,8个月以前发布,32人关注,板楼、VR看装修、房本满五年、随时看房
上海,小高层电梯房+小区安静密度低+南北通全明+得房率高,https://sh.lianjia.com/ershoufang/107104868775.html,2室2厅,119.65平米,南 北,18层,毛坯,延铁家园,大宁, 1177万,"98,371元/平",2004年建,一年前发布,5人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,南北通透两房 户型正气 格局敞亮 采光无遮挡,https://sh.lianjia.com/ershoufang/107106692496.html,2室1厅,89.98平米,南 北,中楼层(共14层),简装,新梅共和城,大宁, 960万,"106,691元/平",2003年建,4个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,延铁小区 2室1厅 南,https://sh.lianjia.com/ershoufang/107107372980.html,2室1厅,51.9平米,南,中楼层(共6层),精装,延铁小区,大宁, 475万,"91,523元/平",1986年建,29天以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,新上边套全明精装两房+20号地铁在建！！,https://sh.lianjia.com/ershoufang/107107492468.html,2室1厅,97.54平米,北 南,低楼层(共5层),简装,世纪花苑,大宁, 770万,"78,942元/平",1999年建,12天以前发布,0人关注,板楼、VR看装修、房本满五年
上海,地铁1号线大宁久光旁，美丽家园小区，简装两室采光佳,https://sh.lianjia.com/ershoufang/107107477207.html,2室0厅,49.81平米,南 北,高楼层(共6层),简装,大宁新村,大宁, 350万,"70,268元/平",1985年建,14天以前发布,1人关注,板楼、近地铁、VR看装修、房本满五年
上海,满五 南侧临河无遮挡 中间楼层 随时看房,https://sh.lianjia.com/ershoufang/107107468389.html,2室1厅,53.63平米,南 北,低楼层(共6层),简装,柳营路1025弄,大宁, 420万,"78,315元/平",1987年建,15天以前发布,1人关注,板楼、VR看装修、房本满五年
上海,1号线地铁、慧芝湖旁、为数不多在售3房2卫、看房随时,https://sh.lianjia.com/ershoufang/107105752715.html,3室2厅,126.17平米,南 北,低楼层(共18层),精装,新梅共和城,大宁, 1260万,"99,866元/平",2003年建,10个月以前发布,31人关注,板楼、近地铁、VR房源、房本满五年
上海,悠和家园 2室2厅 南,https://sh.lianjia.com/ershoufang/107106881050.html,2室2厅,89.91平米,南,中楼层(共21层),精装,悠和家园,大宁, 950万,"105,662元/平",2006年建,3个月以前发布,4人关注,板楼、近地铁、VR看装修、房本满五年
上海,地暖新风系统，中高楼层精装修，售后公房,https://sh.lianjia.com/ershoufang/107106179239.html,3室2厅,124.37平米,南,20层,精装,快乐家苑,大宁, 990万,"79,602元/平",1999年建,7个月以前发布,15人关注,塔楼、近地铁、VR看装修、房本满五年
上海,方正全明户型三居室，精装，全屋Z央空调加地暖。,https://sh.lianjia.com/ershoufang/107106081018.html,3室2厅,93.98平米,南 北,低楼层(共33层) ,精装,静安府西区,大宁, 1295万,"137,796元/平",,7个月以前发布,26人关注,板楼、VR看装修、房本满两年
上海,店长推荐+新上双南自住好房+居家装修屋况保养好+满五,https://sh.lianjia.com/ershoufang/107106806581.html,3室2厅,124.07平米,南 北,16层,精装,宁祥公寓,大宁, 1100万,"88,660元/平",2004年建,3个月以前发布,8人关注,板楼、近地铁、VR看装修、房本满五年
上海,公园旁底楼复式 只此一套 附带50平大院子,https://sh.lianjia.com/ershoufang/107107119824.html,4室2厅,182.6平米,南,低楼层(共6层),简装,嘉茵苑,大宁, 1420万,"77,766元/平",1998年建,2个月以前发布,27人关注,板楼、VR房源、房本满两年
上海,全明双南+大两房+满五年+无个税+楼层好+视野开阔！,https://sh.lianjia.com/ershoufang/107106401298.html,2室2厅,106.86平米,东 南,中楼层(共25层),简装,金纺小区,大宁, 810万,"75,801元/平",1998年建,5个月以前发布,1人关注,塔楼、VR看装修、房本满五年
上海,慧芝湖花园二期 得房率高80% 装修好 户型正气,https://sh.lianjia.com/ershoufang/107105713060.html,2室2厅,89.38平米,南,低楼层(共32层),精装,慧芝湖花园（一二期）,大宁, 1120万,"125,308元/平",2009年建,10个月以前发布,19人关注,板楼、近地铁、VR房源、房本满五年
上海,新上高区双南两房  Du家房源  视野好诚意出售,https://sh.lianjia.com/ershoufang/107106598415.html,2室2厅,92.04平米,南,高楼层(共18层),简装,望景苑,大宁, 960万,"104,303元/平",2002年建,4个月以前发布,7人关注,板楼、VR看装修、房本满五年
上海,南北通大三房，带车位，一梯两户板楼，楼层视野采光佳,https://sh.lianjia.com/ershoufang/107106527951.html,3室2厅,137.16平米,南 北,中楼层(共14层),精装,崇文园,大宁, 1360万,"99,155元/平",2004年建,4个月以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,近地铁+大阳台+绿化高+居住舒适+三甲医院+商场多,https://sh.lianjia.com/ershoufang/107106540751.html,2室2厅,107.72平米,南,中楼层(共16层),精装,新理想家园,大宁, 999万,"92,741元/平",2002年建,4个月以前发布,17人关注,板楼、近地铁、VR看装修、房本满五年
上海,电梯洋房、四房、南北通透、动静分离,https://sh.lianjia.com/ershoufang/107106656954.html,4室2厅,149.63平米,南 北,中楼层(共8层),精装,绿柳苑,大宁, 1350万,"90,223元/平",2002年建,4个月以前发布,2人关注,板楼、VR看装修、房本满五年
上海,宁祥公寓 3室2厅 南 东,https://sh.lianjia.com/ershoufang/107106065655.html,3室2厅,124.07平米,南 东,16层,简装,宁祥公寓,大宁, 998万,"80,439元/平",2004年建,8个月以前发布,30人关注,板楼、近地铁、VR看装修、房本满五年
上海,南北通透格局，视野宽阔，采光充足，配套设施齐全,https://sh.lianjia.com/ershoufang/107106215749.html,2室2厅,98.08平米,南 北,6层,精装,利丰苑,大宁, 790万,"80,547元/平",2000年建,7个月以前发布,24人关注,板楼、VR看装修、房本满五年
上海,公园顶复 附带50平米空中花园与20平米阁楼 20号地铁口,https://sh.lianjia.com/ershoufang/107106719805.html,4室3厅,187.9平米,南,高楼层(共6层),简装,嘉茵苑,大宁, 1298万,"69,080元/平",1998年建,3个月以前发布,25人关注,板楼、VR房源、房本满五年
上海,大宁三房0个税 近公园 全明房型采光好,https://sh.lianjia.com/ershoufang/107106605110.html,3室1厅,92.71平米,南,6层,简装,芳沁苑,大宁, 730万,"78,741元/平",2000年建,4个月以前发布,13人关注,板楼、VR看装修、房本满五年
上海,南北通透 两房两厅 次新电梯中区 一梯两户,https://sh.lianjia.com/ershoufang/107106239157.html,2室2厅,116.17平米,南 北,中楼层(共11层),精装,宁和公寓,大宁, 1090万,"93,829元/平",2002年建,6个月以前发布,6人关注,板楼、近地铁、VR看装修、房本满五年
上海,售后公房+税费同比少20W+近大宁国际久光百货+采光好,https://sh.lianjia.com/ershoufang/107107290067.html,2室1厅,73.57平米,南,6层,简装,锦佳苑,大宁, 638万,"86,721元/平",1997年建,1个月以前发布,4人关注,板楼、近地铁、VR房源、房本满五年
上海,精装修 拎包入住 视野开阔  地铁口两房一厅,https://sh.lianjia.com/ershoufang/107106670187.html,2室1厅,53.7平米,南 北,高楼层(共6层),精装,老沪太路250弄,大宁, 506万,"94,228元/平",1986年建,4个月以前发布,5人关注,板楼、近地铁、VR房源、房本满五年
上海,中环 一号线地铁 市北网红次新房 品牌开发商带会所,https://sh.lianjia.com/ershoufang/107105237440.html,3室2厅,122.25平米,南 北,低楼层(共31层),精装,静安府西区,大宁, 1690万,"138,242元/平",2020年建,一年前发布,70人关注,板楼、VR看装修、房本满两年
上海,大宁繁华地段，近马戏城大宁公园，精装修税费少有车位,https://sh.lianjia.com/ershoufang/107106041264.html,3室2厅,117.12平米,南 北,低楼层(共13层),精装,新梅共和城,大宁, 1190万,"101,606元/平",2002年建,8个月以前发布,31人关注,板楼、近地铁、VR房源、房本满五年
上海,上海滩大宁城精装修2房+业主诚意出售+南北通风,https://sh.lianjia.com/ershoufang/107106896455.html,2室2厅,97.39平米,南,中楼层(共32层),精装,上海滩大宁城(公寓),大宁, 1198万,"123,011元/平",2012年建,3个月以前发布,3人关注,板楼、VR房源、房本满五年
上海,08年品质小区，房型方正，楼层好，配套齐全 ，近地铁,https://sh.lianjia.com/ershoufang/107105573044.html,3室2厅,106.38平米,南,低楼层(共27层),精装,盛源家豪城,大宁, 1150万,"108,104元/平",2008年建,11个月以前发布,30人关注,板楼、近地铁、VR看装修、房本满五年
上海,房子到地铁790米，80%得房率，边套全明户型。,https://sh.lianjia.com/ershoufang/107105536679.html,2室1厅,54.08平米,南 北,高楼层(共6层),简装,谈家桥路85弄,大宁, 405万,"74,890元/平",1992年建,11个月以前发布,21人关注,板楼、VR看装修、房本满五年
上海,永乐苑 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107107344260.html,2室2厅,84.76平米,南 北,6层,简装,永乐苑,大宁, 790万,"93,205元/平",1998年建,1个月以前发布,1人关注,板楼、VR房源、随时看房
上海,大宁地铁口一房一厅，精装适合出租，拎包入住,https://sh.lianjia.com/ershoufang/107106889057.html,1室1厅,51.46平米,西,6层,精装,锦佳苑,大宁, 420万,"81,617元/平",1997年建,3个月以前发布,6人关注,板楼、近地铁、VR房源、房本满两年、随时看房
上海,83%得房率，面宽4.5米，保安24小时轮岗，阳台方正,https://sh.lianjia.com/ershoufang/107106619213.html,2室2厅,79.08平米,南,低楼层(共31层),精装,慧芝湖花园（三期）,大宁, 1000万,"126,455元/平",2011年建,4个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年、随时看房
上海,谈家桥路155弄 2室1厅 南,https://sh.lianjia.com/ershoufang/107106760151.html,2室1厅,56.52平米,南,高楼层(共7层),精装,谈家桥路155弄,大宁, 435万,"76,964元/平",1988年建,3个月以前发布,0人关注,平房、VR房源、房本满五年、随时看房
上海,1梯3户中间楼层+满五年税费少+有钥匙随时看+正气一房,https://sh.lianjia.com/ershoufang/107107070143.html,1室1厅,58.09平米,南,中楼层(共6层),简装,金纺小区,大宁, 405万,"69,720元/平",1996年建,2个月以前发布,1人关注,板楼、VR房源、房本满五年、随时看房
上海,房子是非底楼，沿河业主诚意卖，看房方便价格可谈,https://sh.lianjia.com/ershoufang/107107362252.html,1室1厅,40.08平米,南,低楼层(共6层),精装,柳营路1025弄,大宁, 320万,"79,841元/平",1987年建,30天以前发布,4人关注,板楼、VR看装修、房本满五年、随时看房
上海,满五且一，南北户型，近地铁，大宁国际和久光百货,https://sh.lianjia.com/ershoufang/107107393713.html,2室1厅,47.62平米,南 北,高楼层(共6层),简装,共和新路1869弄,大宁, 355万,"74,549元/平",1978年建,25天以前发布,0人关注,板楼、近地铁、VR看装修、房本满五年
上海,谈家桥路80弄 2室1厅 南,https://sh.lianjia.com/ershoufang/107107439401.html,2室1厅,39.7平米,南,高楼层(共6层),精装,谈家桥路80弄,大宁, 300万,"75,567元/平",1986年建,19天以前发布,1人关注,板楼、VR看装修、房本满五年
上海,谈家桥路80弄 1室1厅 南,https://sh.lianjia.com/ershoufang/107107401305.html,1室1厅,33.4平米,南,低楼层(共6层),简装,谈家桥路80弄,大宁, 249万,"74,551元/平",1986年建,24天以前发布,2人关注,板楼、VR看装修、房本满五年
上海,售后公房，无增值税，1梯4户，南北通93楼龄配套成熟,https://sh.lianjia.com/ershoufang/107107461936.html,1室1厅,44.15平米,南,高楼层(共6层),精装,上大东村,大宁, 335万,"75,878元/平",1993年建,16天以前发布,0人关注,板楼、近地铁、VR房源、房本满五年
上海,景星苑 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107107451244.html,2室2厅,103.57平米,南 北,高楼层(共11层),精装,景星苑,大宁, 1050万,"101,381元/平",2002年建,17天以前发布,1人关注,板楼、VR房源、房本满两年
上海,地铁口 南北通高区三房，随时可看,https://sh.lianjia.com/ershoufang/107107345216.html,3室2厅,117.12平米,南,高楼层(共13层),精装,新梅共和城,大宁, 1287万,"109,888元/平",2002年建,1个月以前发布,1人关注,板楼、近地铁、VR房源
上海,【新房】边套、东边套，从未住过人，有“洁癖”的来,https://sh.lianjia.com/ershoufang/107107402980.html,3室2厅,106.11平米,南,高楼层(共18层) ,精装,仁恒静安世纪,大宁, 1420万,"133,824元/平",,24天以前发布,4人关注,板楼、近地铁、VR看装修
上海,诚售+久乐苑河景3房+精装修+采光视野无遮+不要错过,https://sh.lianjia.com/ershoufang/107106633164.html,3室2厅,118.08平米,南 北,6层,精装,久乐苑,大宁, 920万,"77,914元/平",1998年建,4个月以前发布,2人关注,板楼、近地铁、VR看装修、房本满五年
上海,陆续装电梯中，飞机户型三开间朝南，全屋定制，精装，,https://sh.lianjia.com/ershoufang/107106635510.html,2室2厅,98.23平米,南,7层,精装,久乐苑,大宁, 830万,"84,496元/平",1998年建,4个月以前发布,9人关注,板楼、近地铁、VR房源、房本满五年
上海,次新高品质小区 出行购物都很方便,https://sh.lianjia.com/ershoufang/107106359120.html,4室2厅,147.62平米,南 西南,低楼层(共33层),精装,明园森林都市叠翠苑,大宁, 1900万,"128,709元/平",2019年建,5个月以前发布,23人关注,塔楼、VR房源、房本满两年
上海,大宁城南北通三房 位置安静 产权清晰 户型正气 采光好,https://sh.lianjia.com/ershoufang/107106229226.html,3室2厅,96.29平米,南,中楼层(共33层),精装,上海滩大宁城(公寓),大宁, 1260万,"130,855元/平",2011年建,6个月以前发布,8人关注,板楼、VR看装修、房本满五年
上海,大宁高品质次新楼盘 静安府西区高区三房，全明户型,https://sh.lianjia.com/ershoufang/107106679438.html,3室2厅,122.78平米,南,高楼层(共33层) ,精装,静安府西区,大宁, 1700万,"138,460元/平",,4个月以前发布,6人关注,板楼、VR看装修、房本满两年
上海,2013年竣工金茂物业、功能小三房，税费少，打包实惠,https://sh.lianjia.com/ershoufang/107107004150.html,3室2厅,88.76平米,南 北,中楼层(共33层),精装,明园森林都市涵翠苑,大宁, 1030万,"116,044元/平",2013年建,2个月以前发布,10人关注,塔楼、VR房源、房本满五年
上海,马戏城地铁口大宁郁金香公园，大宁久光对比慧芝湖,https://sh.lianjia.com/ershoufang/107104865496.html,2室2厅,98.73平米,南,低楼层(共18层),精装,新梅共和城,大宁, 918万,"92,981元/平",2002年建,一年前发布,37人关注,板楼、近地铁、VR房源、房本满两年
上海,2020年次新房 管家服务，人车分流，全明户型,https://sh.lianjia.com/ershoufang/107106368869.html,3室2厅,121.08平米,南 北,低楼层(共33层) ,精装,静安府西区,大宁, 1600万,"132,145元/平",,5个月以前发布,14人关注,板楼、VR看装修、房本满两年
上海,有车位！08年小区东边套全明电梯大三房！1号线地铁,https://sh.lianjia.com/ershoufang/107106750227.html,3室2厅,148.02平米,南,中楼层(共24层),精装,新弘国际公寓,大宁, 1580万,"106,743元/平",2008年建,3个月以前发布,10人关注,板楼、近地铁、VR看装修、房本满五年
上海,三房中的战斗机+小区总价蕞低三房两卫+地铁口近园口,https://sh.lianjia.com/ershoufang/107106070752.html,3室2厅,124.32平米,南 北,低楼层(共18层),精装,新梅共和城,大宁, 1190万,"95,721元/平",2006年建,8个月以前发布,29人关注,板楼、近地铁、VR看装修、房本满五年
上海,中庭位置有院子商圈C位与金茂慧芝湖起 久光配套地铁口,https://sh.lianjia.com/ershoufang/107105461495.html,3室2厅,128.96平米,南,低楼层(共15层),精装,新梅共和城,大宁, 1198万,"92,898元/平",2003年建,一年前发布,84人关注,板楼、近地铁、VR房源、房本满五年
上海,新上房源，精装修，边套全明，看房方便,https://sh.lianjia.com/ershoufang/107107232919.html,2室1厅,69.2平米,南,高楼层(共6层),精装,灵石路896弄,大宁, 540万,"78,035元/平",1994年建,1个月以前发布,1人关注,板楼、VR看装修、房本满两年
上海,俯瞰大宁公园景观＋采光视野无遮挡＋两卫生间,https://sh.lianjia.com/ershoufang/107106641850.html,2室2厅,109.37平米,南 北,高楼层(共25层),简装,东方明珠大宁公寓,大宁, 1016万,"92,896元/平",1998年建,4个月以前发布,7人关注,塔楼、近地铁、VR看装修、房本满五年
上海,高区景观房，南北两面都是公园！！视野好！,https://sh.lianjia.com/ershoufang/107106634461.html,3室1厅,109.71平米,南,7层,简装,久乐苑,大宁, 840万,"76,566元/平",1998年建,4个月以前发布,15人关注,板楼、近地铁、VR房源、房本满五年
上海,满五只此一套+精装修直接拎包入住+带有车位,https://sh.lianjia.com/ershoufang/107106931398.html,2室1厅,87.91平米,南 北,低楼层(共18层),精装,慧芝湖花园（一二期）,大宁, 1090万,"123,991元/平",2007年建,2个月以前发布,14人关注,板楼、近地铁、VR看装修、房本满五年
上海,三开间朝南，单价总价双低，业主诚意！,https://sh.lianjia.com/ershoufang/107106530176.html,3室2厅,139.86平米,南,低楼层(共27层),精装,宝华现代城,大宁, 1750万,"125,126元/平",2008年建,4个月以前发布,9人关注,板楼、近地铁、VR看装修、房本满两年
上海,业主诚意出售+看房方便+价格看中可谈,https://sh.lianjia.com/ershoufang/107104302953.html,2室2厅,96平米,南 北,低楼层(共6层),精装,歌林春天馨园,大宁, 1020万,"106,250元/平",2002年建,一年前发布,105人关注,板楼、VR看装修、房本满五年
上海,慧芝湖二期得房率高，环境好，有固定车位，价格有惊喜,https://sh.lianjia.com/ershoufang/107106981424.html,2室2厅,89.35平米,南,低楼层(共32层),精装,慧芝湖花园（一二期）,大宁, 1135万,"127,029元/平",2009年建,2个月以前发布,3人关注,板楼、近地铁、VR看装修、房本满五年
上海,大宁城高区南北两房 满五唯/一税费少 采光明亮 性价高,https://sh.lianjia.com/ershoufang/107105946305.html,2室2厅,98.08平米,南,中楼层(共32层),精装,上海滩大宁城(公寓),大宁, 1160万,"118,271元/平",2012年建,8个月以前发布,24人关注,板楼、VR看装修、房本满五年
上海,高区全明景观功能三房，有子母车位，人车分流，金茂,https://sh.lianjia.com/ershoufang/107106388668.html,3室2厅,88.76平米,南 北,高楼层(共33层),精装,明园森林都市涵翠苑,大宁, 998万,"112,439元/平",2013年建,5个月以前发布,32人关注,塔楼、VR房源、房本满五年
上海,枫景苑 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107107160860.html,2室2厅,97.29平米,南 北,低楼层(共7层),精装,枫景苑,大宁, 1020万,"104,842元/平",2005年建,1个月以前发布,0人关注,板楼、VR看装修、房本满五年
上海,新年推荐：两厅两卫+满5唯1+南北通透+有电梯,https://sh.lianjia.com/ershoufang/107106068536.html,2室2厅,108.5平米,南 北,低楼层(共13层),精装,惠龙公寓,大宁, 949万,"87,466元/平",2000年建,8个月以前发布,16人关注,板楼、近地铁、VR看装修、房本满五年
上海,上海滩大宁城(公寓) 2室2厅 南 北,https://sh.lianjia.com/ershoufang/107106049719.html,2室2厅,97.54平米,南 北,中楼层(共32层),精装,上海滩大宁城(公寓),大宁, 1198万,"122,822元/平",2012年建,8个月以前发布,6人关注,板楼、VR房源、房本满五年
上海,精装大三房，飞机户型，采光刺眼有地暖,https://sh.lianjia.com/ershoufang/107105536536.html,3室1厅,132.97平米,南 北,14层,精装,绿色丽园,大宁, 1460万,"109,800元/平",2003年建,11个月以前发布,51人关注,板楼、近地铁、VR看装修、房本满五年
